Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
-1.0,0.1,0.0,1.2,1.0,0.0,0.0,1.0
-1.0,0.22,0.08309950510512429,1.5374963452238017,1.0,0.1,-0.08113509212968484,1.2142435436278258
-0.9916900494894876,0.3737496345223802,0.15818467043216844,1.811826832338296,0.9918864907870315,0.2214243543627826,-0.15456605404920593,1.391268269212643
-0.9758715824462707,0.5549323177562098,0.2256878408505718,2.0304995486210675,0.976429885382111,0.3605511812840469,-0.2207021863357608,1.535430830050514
-0.9533027983612136,0.7579822726183165,0.2860322437429096,2.2003076456380364,0.9543596667485349,0.5140942642890983,-0.2799438988579024,1.6506249736062921
-0.9246995739869226,0.9780130371821202,0.33963324358355323,2.3273960983735567,0.9263652768627446,0.6791567616497276,-0.3326838528330544,1.7403293912307671
-0.8907362496285672,1.2107526470194758,0.3868994437396285,2.4173217518385064,0.8930968915794392,0.8531897007728043,-0.37930798267449106,1.8076512864451477
-0.8520463052546043,1.4524848222033264,0.42823357321736116,2.4751072794034314,0.85516609331199,1.033954829417319,-0.4201963463661854,1.8553661034055795
-0.8092229479328682,1.6999955501436697,0.4640330968187766,2.505289636095504,0.8131464586753715,1.219491439757877,-0.45572375270600124,1.885953812635516
-0.7628196382509905,1.9505245137532201,0.49469049621960626,2.5119635575979973,0.7675740834047714,1.4080868210214288,-0.4862601201438752,1.9016321094326036
-0.7133505886290299,2.2017208695130197,0.5205931882560394,2.4988206314909194,0.7189480713903839,1.5982500319646893,-0.5121705364458243,1.9043868411048996
-0.6612912698034259,2.451602932662112,0.5421230751115296,2.469184451081818,0.6677310177458015,1.7886887160751792,-0.5338150111442199,1.89599994202232
-0.607078962292273,2.6985213777702937,0.5596557569218619,2.426042353489943,0.6143495166313795,1.9782887102774112,-0.5515479420562386,1.8780751201094479
-0.5511133866000868,2.9411256131192878,0.5735594761274355,2.372074241543409,0.5591947224257556,2.166096222288356,-0.5657173495232036,1.8520615046693485
-0.49375743898734326,3.1783330372736285,0.5841938985437813,2.3096789918950718,0.5026229874734353,2.351302372755291,-0.5766639623687964,1.8192754332297036
-0.43533804913296514,3.4093009364631355,0.5919088619388372,2.240998956839975,0.4449565912365556,2.5332299160782616,-0.584720262259287,1.7809205244934831
-0.3761471629390814,3.633400832147133,0.5970432333753223,2.1679430703856104,0.3864845650106269,2.71132196852761,-0.5902096033489804,1.7381061556880746
-0.3164428396015492,3.850195139185694,0.5999240088678723,2.092209064027077,0.3274636046757288,2.8851325840964175,-0.5934455191509462,1.6918644361186341
-0.2564504387147619,4.059416045588401,0.6008657637913122,2.015305276165969,0.2681190527606342,3.054319027708281,-0.5947313088452044,1.643165745363381
-0.1963638623356307,4.260946573204998,0.6001705242312543,1.9385724911920141,0.20864592187611375,3.218635602244619,-0.5943599640976531,1.5929328855722216
-0.13634680991250525,4.454803822324199,0.5981280847498743,1.8632061594339386,0.14920992546634843,3.377928890801841,-0.592614460423754,1.5420538845899745
-0.07653400143751782,4.6411244382675925,0.5950167541702875,1.7902792190415748,0.08994847942397302,3.5321342792608386,-0.5897684003956983,1.4913934826176474
-0.017032326020489062,4.82015236017175,0.5911044742197339,1.7207655629617993,0.030971639384403185,3.6812736275226032,-0.5860869649632668,1.4418033429537593
0.04207812140148433,4.992228916467931,0.586650230206275,1.655563977087835,-0.027637057111923505,3.825453961817979,-0.5818281073631455,1.3941310504041964
0.10074314442211184,5.1577853141767145,0.5819056596517717,1.5955221435400724,-0.08581986784823806,3.9648670668583987,-0.5772439127758507,1.3492280020790488
0.158933710387289,5.317337528530722,0.5771167629342376,1.5414600973494625,-0.14354425912582314,4.0997898670663036,-0.5725820452630631,1.3079563554817293
0.2166453866807128,5.471483538265668,0.5725256269171685,1.4941924003380433,-0.20080246365212945,4.230585502614477,-0.5680872094150704,1.271195275284581
0.2738979493724296,5.620902778299472,0.5683720850348594,1.4545483090587386,-0.2576111845936365,4.3577050301429345,-0.5640025648058755,1.2398468047986875
0.33073515787591556,5.766357609205346,0.5648952522742944,1.423389403768429,-0.3140114410742241,4.4816897106228035,-0.5605710441352378,1.2148417667426654
0.387224683103345,5.908696549582189,0.5623348885072769,1.4016245155291864,-0.37006854548774787,4.60317388729707,-0.5580365387190072,1.1971461521092692
0.4434581719540727,6.048859001135107,0.5609325571144906,1.3902222926031549,-0.4258721993596486,4.722888502507997,-0.5566449264029997,1.1877684674349198
