Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
-1.0,0.1,0.0,1.2,1.0,0.0,0.0,1.0
-1.0,0.22,0.0,1.0495588945992782,1.0,0.1,0.0,0.8674677283359178
-1.0,0.3249558894599278,0.0,0.9152254250590643,1.0,0.18674677283359178,0.0,0.7494579083334688
-1.0,0.41647843196583423,0.0,0.7954373433876829,1.0,0.26169256366693866,0.0,0.6445450909698658
-1.0,0.4960221663046025,0.0,0.6887817622869381,1.0,0.32614707276392524,0.0,0.5514411523337436
-1.0,0.5649003425332964,0.0,0.5939808420556949,1.0,0.3812911879972996,0.0,0.46898202022761415
-1.0,0.6242984267388658,0.0,0.5098787945604784,1.0,0.428189390020061,0.0,0.39611562584518234
-1.0,0.6752863061949137,0.0,0.43543007997059313,1.0,0.46780095260457927,0.0,0.33189096427179615
-1.0,0.718829314191973,0.0,0.3696886837495626,1.0,0.5009900490317589,0.0,0.2754481586864562
-1.0,0.7557981825669293,0.0,0.3117983720835605,1.0,0.5285348649004046,0.0,0.2260094332284609
-1.0,0.7869780197752854,0.0,0.26098383361272715,1.0,0.5511358082232507,0.0,0.18287090862277472
-1.0,0.813076403136558,0.0,0.2165426241078688,1.0,0.5694228990855281,0.0,0.1453951429191528
-1.0,0.8347306655473449,0.0,0.17783783869255712,1.0,0.5839624133774434,0.0,0.11300434716704594
-1.0,0.8525144494166006,0.0,0.14429144343331868,1.0,0.595262848094148,0.0,0.08517421259019524
-1.0,0.8669435937599325,0.0,0.11537820468629945,1.0,0.6037802693531675,0.0,0.06142829190246257
-1.0,0.8784814142285624,0.0,0.09062016056591594,1.0,0.6099230985434138,0.0,0.041332882870873236
-1.0,0.887543430285154,0.0,0.06958158434305785,1.0,0.6140563868305011,0.0,0.024492367121265627
-1.0,0.8945015887194598,0.0,0.05186439451810286,1.0,0.6165056235426277,0.0,0.010544961517849288
-1.0,0.8996880281712701,0.0,0.037103970745859596,1.0,0.6175601196944126,0.0,-0.0008411567685377326
-1.0,0.9033984252458561,0.0,0.024965338673326704,1.0,0.6174760040175589,0.0,-0.009971387178515296
-1.0,0.9058949591131887,0.0,0.015139690000483723,1.0,0.6164788652997073,0.0,-0.017127937746234417
-1.0,0.9074089281132371,0.0,0.007341206566860481,1.0,0.6147660715250839,0.0,-0.02257278328431282
-1.0,0.9081430487699232,0.0,0.0013041588703916673,1.0,0.6125087931966526,0.0,-0.02655037965910267
-1.0,0.9082734646569625,0.0,-0.003219749953141975,1.0,0.6098537552307424,0.0,-0.029290163456743394
-1.0,0.9079514896616483,0.0,-0.006463824010177635,1.0,0.606924738885068,0.0,-0.031008866304314552
-1.0,0.9073051072606305,0.0,-0.008648628844045539,1.0,0.6038238522546365,0.0,-0.031912673392915335
-1.0,0.906440244376226,0.0,-0.009984091928368794,1.0,0.600632584915345,0.0,-0.032199256002997355
-1.0,0.905441835183389,0.0,-0.010671482790977196,1.0,0.5974126593150453,0.0,-0.03205970764666276
-1.0,0.9043746869042913,0.0,-0.010905306617754653,1.0,0.5942066885503791,0.0,-0.0316804124494237
-1.0,0.9032841562425159,0.0,-0.010875144328384517,1.0,0.5910386473054366,0.0,-0.03124487240331485
-1.0,0.9021966418096774,0.0,-0.010767469632063879,1.0,0.5879141600651052,0.0,-0.0309355172310048
